transaction_id,timestamp,quarter,customer_id,customer_type,category,unit_price,quantity,discount_pct,revenue,cost,cost_revenue_ratio,payment_method,transaction_fee,location_type,shipping_cost,is_returned,return_cost,satisfaction_score,profit,profit_margin_pct
TXN_094582,2024-07-09 13:13:34,5,CUST_16352,Returning,Clothing,148.39,3,12.56,389.26,373.99,96.08,Gift Card,0.0,Urban,3.7,No,0.0,2.74,11.569999999999983,2.97
TXN_104163,2024-07-09 13:17:16,5,CUST_02846,Returning,Home Goods,168.32,3,7.37,467.74,254.85,54.49,Gift Card,0.0,Urban,3.79,No,0.0,2.57,209.10000000000002,44.7
TXN_098843,2024-07-09 13:22:53,5,CUST_16409,Returning,Home Goods,35.29,4,9.23,128.13,90.39,70.55,Credit Card,3.72,Urban,3.36,No,0.0,2.62,30.659999999999997,23.93
TXN_099734,2024-07-09 13:23:27,5,CUST_14796,New,Home Goods,53.68,2,10.14,96.47,83.26,86.31,PayPal,3.28,Urban,3.68,No,0.0,3.45,6.249999999999995,6.48
TXN_087504,2024-07-09 13:24:44,5,CUST_05794,New,Clothing,60.82,2,11.83,107.25,96.38,89.86,Credit Card,3.11,Rural,8.16,No,0.0,3.06,-0.399999999999995,-0.37
TXN_098938,2024-07-09 13:29:56,5,CUST_08918,Returning,Home Goods,171.74,1,9.11,156.09,121.71,77.97,PayPal,5.31,Urban,4.85,No,0.0,2.85,24.220000000000013,15.52
TXN_093545,2024-07-09 13:35:00,5,CUST_00101,New,Clothing,63.84,1,23.41,48.9,48.31,98.79,Credit Card,1.42,Urban,4.74,No,0.0,3.33,-5.570000000000004,-11.39
TXN_103291,2024-07-09 13:40:26,5,CUST_24346,Returning,Electronics,435.2,2,11.91,766.74,529.66,69.08,Credit Card,22.24,Urban,3.93,No,0.0,2.84,210.91000000000003,27.51
TXN_084461,2024-07-09 13:42:50,5,CUST_05387,New,Clothing,31.94,2,14.24,54.78,52.4,95.66,PayPal,1.86,Suburban,6.02,Yes,11.39,2.19,-16.889999999999997,-30.83
TXN_090695,2024-07-09 13:44:51,5,CUST_17053,Returning,Electronics,253.32,4,6.08,951.67,673.68,70.79,PayPal,32.36,Urban,3.75,No,0.0,2.96,241.88,25.42
TXN_097405,2024-07-09 13:45:32,5,CUST_08562,New,Clothing,75.85,1,24.61,57.18,61.73,107.96,PayPal,1.94,Urban,4.36,No,0.0,3.37,-10.849999999999998,-18.98
TXN_094056,2024-07-09 13:45:34,5,CUST_12190,New,Home Goods,80.22,1,22.93,61.83,46.39,75.03,PayPal,2.1,Suburban,6.29,No,0.0,3.03,7.049999999999998,11.4
TXN_093655,2024-07-09 13:56:10,5,CUST_14346,Returning,Electronics,311.35,4,12.55,1089.1,870.57,79.93,PayPal,37.03,Urban,3.61,No,0.0,2.81,177.88999999999984,16.33
TXN_088925,2024-07-09 13:58:12,5,CUST_05107,New,Clothing,20.56,1,16.35,17.2,16.78,97.56,Gift Card,0.0,Urban,4.1,No,0.0,3.52,-3.6800000000000015,-21.4
TXN_088838,2024-07-09 14:05:44,5,CUST_24066,New,Electronics,172.15,1,24.14,130.59,115.81,88.68,PayPal,4.44,Rural,8.5,No,0.0,2.89,1.8399999999999999,1.41
TXN_103840,2024-07-09 14:07:41,5,CUST_00030,Returning,Electronics,67.63,2,8.08,124.33,92.02,74.01,Credit Card,3.61,Urban,4.64,No,0.0,3.2,24.060000000000002,19.35
TXN_102371,2024-07-09 14:09:40,5,CUST_05166,New,Clothing,105.72,2,18.73,171.84,169.91,98.88,Credit Card,4.98,Urban,4.82,No,0.0,3.21,-7.869999999999994,-4.58
TXN_093399,2024-07-09 14:11:21,5,CUST_21162,Returning,Clothing,116.61,1,6.76,108.73,89.71,82.51,PayPal,3.7,Suburban,5.92,No,0.0,2.9,9.400000000000011,8.65
TXN_098291,2024-07-09 14:27:56,5,CUST_21198,Returning,Electronics,414.52,3,8.2,1141.59,847.7,74.26,Credit Card,33.11,Urban,3.01,No,0.0,3.44,257.76999999999987,22.58
TXN_085397,2024-07-09 14:27:57,5,CUST_13127,New,Home Goods,120.16,1,22.7,92.88,88.24,95.0,Credit Card,2.69,Urban,3.14,No,0.0,3.34,-1.1899999999999995,-1.28
TXN_088940,2024-07-09 14:31:28,5,CUST_05592,Returning,Electronics,93.85,3,6.89,262.15,171.42,65.39,Credit Card,7.6,Urban,3.64,No,0.0,3.33,79.49,30.32
TXN_090837,2024-07-09 14:32:54,5,CUST_03230,New,Home Goods,112.64,1,12.84,98.18,65.45,66.66,Credit Card,2.85,Urban,3.79,No,0.0,3.42,26.090000000000003,26.57
TXN_085138,2024-07-09 14:33:48,5,CUST_17993,New,Home Goods,27.7,1,15.93,23.29,16.91,72.61,PayPal,0.79,Urban,3.99,No,0.0,3.61,1.5999999999999988,6.87
TXN_082876,2024-07-09 14:34:23,5,CUST_05383,New,Home Goods,194.12,1,12.94,169.0,148.36,87.79,Credit Card,4.9,Urban,3.17,No,0.0,3.24,12.569999999999986,7.44
TXN_084553,2024-07-09 14:37:00,5,CUST_08738,New,Clothing,27.89,2,22.14,43.43,45.38,104.49,PayPal,1.48,Suburban,6.22,No,0.0,3.26,-9.650000000000002,-22.22
TXN_102669,2024-07-09 14:38:39,5,CUST_00384,New,Clothing,144.79,3,11.1,386.15,354.33,91.76,PayPal,13.13,Suburban,6.65,Yes,14.27,2.73,-2.2300000000000093,-0.58
TXN_097736,2024-07-09 14:39:04,5,CUST_10471,Returning,Home Goods,59.73,1,11.61,52.8,41.06,77.77,PayPal,1.8,Urban,3.75,No,0.0,3.45,6.189999999999994,11.72
TXN_104997,2024-07-09 14:40:47,5,CUST_07976,New,Home Goods,133.48,3,20.82,317.07,302.18,95.3,Credit Card,9.2,Urban,4.59,Yes,17.37,3.15,-16.270000000000014,-5.13
TXN_086830,2024-07-09 14:41:20,5,CUST_19791,New,Clothing,120.05,1,16.36,100.41,92.63,92.25,PayPal,3.41,Rural,9.12,Yes,18.31,2.32,-23.059999999999995,-22.97
TXN_102878,2024-07-09 14:48:42,5,CUST_08374,Returning,Electronics,457.3,4,10.77,1632.2,1209.47,74.1,Credit Card,47.33,Urban,3.17,No,0.0,3.22,372.23,22.81
TXN_103045,2024-07-09 14:49:59,5,CUST_22992,New,Electronics,322.36,1,22.89,248.57,220.67,88.78,Credit Card,7.21,Urban,4.03,Yes,12.75,2.98,3.9100000000000037,1.57
TXN_083465,2024-07-09 14:51:16,5,CUST_00119,New,Clothing,93.92,2,12.11,165.09,158.79,96.18,Gift Card,0.0,Rural,10.1,No,0.0,3.08,-3.7999999999999883,-2.3
TXN_086733,2024-07-09 14:51:34,5,CUST_08282,New,Clothing,45.0,1,10.72,40.18,35.23,87.68,Gift Card,0.0,Urban,4.53,No,0.0,3.39,0.4200000000000026,1.05
TXN_084342,2024-07-09 14:52:06,5,CUST_00466,New,Clothing,102.19,1,24.8,76.85,77.03,100.23,Credit Card,2.23,Urban,4.14,No,0.0,3.63,-6.550000000000006,-8.52
TXN_086682,2024-07-09 14:52:18,5,CUST_16812,New,Electronics,183.39,1,21.31,144.31,127.09,88.07,PayPal,4.91,Suburban,5.54,No,0.0,3.21,6.769999999999999,4.69
TXN_102153,2024-07-09 14:53:16,5,CUST_12555,New,Clothing,20.05,1,17.63,16.52,15.26,92.37,PayPal,0.56,Urban,4.83,No,0.0,3.02,-4.130000000000001,-25.0
TXN_100305,2024-07-09 14:59:18,5,CUST_20567,Returning,Electronics,102.61,3,10.06,276.86,203.43,73.48,Credit Card,8.03,Suburban,6.62,No,0.0,3.32,58.78000000000001,21.23
TXN_090390,2024-07-09 15:02:18,5,CUST_08573,New,Home Goods,42.02,1,24.35,31.79,21.67,68.17,Gift Card,0.0,Suburban,5.35,No,0.0,3.25,4.769999999999998,15.0
TXN_097033,2024-07-09 15:12:29,5,CUST_05639,Returning,Clothing,58.02,2,9.92,104.53,93.2,89.16,Credit Card,3.03,Urban,3.2,No,0.0,2.73,5.099999999999999,4.88
TXN_086010,2024-07-09 15:22:00,5,CUST_16958,Returning,Clothing,110.91,3,12.69,290.51,271.73,93.54,Credit Card,8.42,Rural,7.76,No,0.0,2.42,2.599999999999973,0.89
TXN_084610,2024-07-09 15:26:59,5,CUST_23161,New,Home Goods,153.34,1,24.28,116.11,115.7,99.65,Credit Card,3.37,Urban,4.99,No,0.0,3.1,-7.950000000000004,-6.85
TXN_095700,2024-07-09 15:27:35,5,CUST_17962,New,Clothing,108.54,1,11.98,95.54,86.97,91.03,Credit Card,2.77,Urban,4.27,Yes,17.24,2.35,-15.70999999999999,-16.44
TXN_093956,2024-07-09 15:28:15,5,CUST_23261,New,Home Goods,68.73,1,22.76,53.09,44.14,83.14,PayPal,1.81,Urban,4.62,No,0.0,3.21,2.5200000000000022,4.75
TXN_100374,2024-07-09 15:32:41,5,CUST_23535,New,Clothing,140.46,1,12.15,123.39,111.96,90.74,PayPal,4.2,Suburban,6.34,No,0.0,3.14,0.8900000000000068,0.72
TXN_087989,2024-07-09 15:39:17,5,CUST_08774,New,Clothing,37.35,2,24.35,56.51,56.71,100.35,Gift Card,0.0,Urban,4.57,No,0.0,3.52,-4.770000000000003,-8.44
TXN_098618,2024-07-09 15:39:54,5,CUST_12505,New,Clothing,133.46,1,24.64,100.58,100.48,99.9,PayPal,3.42,Suburban,5.92,Yes,12.39,2.69,-21.630000000000006,-21.51
TXN_102503,2024-07-09 15:40:00,5,CUST_18982,New,Clothing,47.16,1,23.74,35.96,38.45,106.92,Credit Card,1.04,Suburban,5.6,No,0.0,3.53,-9.130000000000003,-25.39
TXN_093023,2024-07-09 15:45:06,5,CUST_10342,Returning,Electronics,222.06,2,8.39,406.86,286.09,70.32,PayPal,13.83,Suburban,6.28,No,0.0,2.69,100.66000000000004,24.74
TXN_088764,2024-07-09 15:47:50,5,CUST_01765,New,Electronics,142.29,1,15.89,119.68,92.38,77.19,Credit Card,3.47,Urban,3.96,No,0.0,3.31,19.87000000000001,16.6
TXN_086879,2024-07-09 15:48:59,5,CUST_10549,Returning,Electronics,307.64,1,9.25,279.18,195.8,70.13,Credit Card,8.1,Urban,4.32,No,0.0,3.36,70.96000000000001,25.42
TXN_100023,2024-07-09 15:53:14,5,CUST_08905,New,Electronics,468.7,2,10.16,842.16,586.83,69.68,PayPal,28.63,Urban,3.33,Yes,10.44,2.76,212.92999999999992,25.28
TXN_098652,2024-07-09 15:53:41,5,CUST_05740,Returning,Home Goods,164.98,2,10.52,295.25,175.12,59.31,PayPal,10.04,Suburban,5.06,Yes,19.06,2.24,85.97,29.12
TXN_099148,2024-07-09 15:54:37,5,CUST_14680,New,Clothing,48.65,1,22.93,37.49,39.88,106.38,Gift Card,0.0,Suburban,5.93,Yes,17.55,2.48,-25.87,-69.01
TXN_089935,2024-07-09 15:55:15,5,CUST_07618,New,Clothing,144.31,2,13.5,249.66,234.04,93.74,PayPal,8.49,Suburban,6.33,No,0.0,2.86,0.8000000000000043,0.32
TXN_098594,2024-07-09 15:58:57,5,CUST_10034,New,Clothing,130.12,1,18.99,105.41,106.95,101.46,PayPal,3.58,Urban,4.89,No,0.0,3.07,-10.010000000000005,-9.5
TXN_091290,2024-07-09 16:00:24,5,CUST_20504,Returning,Electronics,68.17,1,13.74,58.8,43.29,73.62,PayPal,2.0,Suburban,5.58,No,0.0,2.79,7.929999999999998,13.49
TXN_102963,2024-07-09 16:04:58,5,CUST_18315,New,Clothing,123.9,3,23.33,284.98,294.52,103.35,PayPal,9.69,Suburban,6.96,No,0.0,3.43,-26.189999999999962,-9.19
TXN_086042,2024-07-09 16:09:05,5,CUST_01290,New,Clothing,24.65,1,19.7,19.79,19.54,98.74,PayPal,0.67,Rural,8.46,No,0.0,2.99,-8.88,-44.87
TXN_084709,2024-07-09 16:12:01,5,CUST_12499,New,Home Goods,191.84,1,17.27,158.71,146.15,92.09,Credit Card,4.6,Urban,4.77,No,0.0,3.79,3.190000000000003,2.01
TXN_098179,2024-07-09 16:18:23,5,CUST_08749,New,Home Goods,44.95,1,10.28,40.33,23.08,57.23,Credit Card,1.17,Rural,8.28,No,0.0,3.48,7.799999999999999,19.34
TXN_095964,2024-07-09 16:37:12,5,CUST_20037,New,Clothing,92.48,1,24.52,69.8,73.16,104.81,PayPal,2.37,Urban,3.9,No,0.0,3.1,-9.629999999999999,-13.8
TXN_090919,2024-07-09 16:39:47,5,CUST_09908,New,Clothing,30.16,3,23.01,69.66,74.69,107.22,PayPal,2.37,Suburban,6.53,Yes,16.25,3.06,-30.18,-43.32
TXN_088874,2024-07-09 16:41:32,5,CUST_07127,New,Clothing,130.83,1,16.97,108.63,98.71,90.87,PayPal,3.69,Urban,3.07,No,0.0,3.04,3.1600000000000024,2.91
TXN_094295,2024-07-09 16:41:56,5,CUST_16585,Returning,Clothing,81.97,3,6.36,230.27,191.23,83.05,PayPal,7.83,Rural,8.34,No,0.0,2.86,22.870000000000022,9.93
TXN_101798,2024-07-09 16:45:51,5,CUST_21318,New,Home Goods,132.37,3,22.63,307.24,236.98,77.13,Gift Card,0.0,Urban,3.51,No,0.0,3.29,66.75000000000001,21.73
TXN_102207,2024-07-09 16:54:40,5,CUST_14998,Returning,Electronics,87.81,4,12.57,307.09,230.55,75.08,Gift Card,0.0,Urban,3.27,No,0.0,3.48,73.26999999999997,23.86
TXN_094171,2024-07-09 16:59:30,5,CUST_02903,New,Electronics,95.33,1,15.87,80.2,62.13,77.47,Credit Card,2.33,Urban,4.86,No,0.0,3.54,10.879999999999999,13.57
TXN_094155,2024-07-09 17:05:19,5,CUST_24502,New,Clothing,75.12,1,11.72,66.32,62.99,94.98,PayPal,2.25,Urban,3.07,No,0.0,3.05,-1.9900000000000087,-3.0
TXN_082605,2024-07-09 17:09:26,5,CUST_23517,New,Clothing,61.33,3,16.28,154.04,141.63,91.94,Credit Card,4.47,Rural,9.59,No,0.0,2.93,-1.650000000000003,-1.07
TXN_089978,2024-07-09 17:09:39,5,CUST_23368,New,Clothing,36.8,1,20.8,29.15,29.19,100.14,Gift Card,0.0,Suburban,6.37,Yes,17.16,2.18,-23.570000000000004,-80.86
TXN_098327,2024-07-09 17:16:54,5,CUST_09034,New,Clothing,143.98,1,24.55,108.63,109.9,101.17,Gift Card,0.0,Suburban,5.65,No,0.0,3.13,-6.920000000000011,-6.37
TXN_094760,2024-07-09 17:18:37,5,CUST_00732,New,Clothing,90.5,1,16.32,75.73,75.61,99.84,Credit Card,2.2,Urban,3.66,No,0.0,3.24,-5.739999999999996,-7.58
TXN_103121,2024-07-09 17:22:10,5,CUST_14874,Returning,Electronics,462.71,1,6.11,434.44,321.24,73.94,Credit Card,12.6,Rural,7.24,No,0.0,2.69,93.36,21.49
TXN_096730,2024-07-09 17:29:37,5,CUST_02661,Returning,Home Goods,160.62,2,5.04,305.05,247.17,81.03,PayPal,10.37,Urban,3.57,No,0.0,3.04,43.940000000000026,14.4
TXN_092352,2024-07-09 17:29:55,5,CUST_01260,New,Electronics,399.98,1,16.29,334.82,274.29,81.92,Credit Card,9.71,Suburban,6.53,No,0.0,3.24,44.28999999999997,13.23
TXN_099593,2024-07-09 17:31:49,5,CUST_20960,Returning,Clothing,149.41,2,14.11,256.66,233.5,90.98,PayPal,8.73,Suburban,5.07,Yes,15.74,1.89,-6.379999999999976,-2.49
TXN_101517,2024-07-09 17:32:28,5,CUST_14753,New,Home Goods,58.33,2,12.39,102.21,68.1,66.63,PayPal,3.48,Suburban,5.52,Yes,18.65,2.72,6.460000000000001,6.32
TXN_095273,2024-07-09 17:35:33,5,CUST_09406,Returning,Clothing,26.7,3,13.97,68.91,64.09,93.01,Credit Card,2.0,Suburban,5.63,No,0.0,3.16,-2.8100000000000067,-4.08
TXN_093191,2024-07-09 17:43:28,5,CUST_20936,Returning,Electronics,342.0,1,5.53,323.09,223.4,69.14,PayPal,10.99,Urban,4.19,No,0.0,2.6,84.50999999999998,26.16
TXN_083756,2024-07-09 17:50:32,5,CUST_08251,New,Clothing,139.16,1,11.33,123.39,111.35,90.24,Credit Card,3.58,Suburban,5.06,No,0.0,3.09,3.4000000000000066,2.76
TXN_089245,2024-07-09 17:54:48,5,CUST_03139,New,Clothing,101.92,1,24.01,77.45,79.74,102.96,Credit Card,2.25,Urban,3.89,Yes,19.92,3.07,-28.349999999999994,-36.6
TXN_087945,2024-07-09 18:00:42,5,CUST_17602,New,Clothing,83.76,1,10.39,75.06,70.86,94.4,Credit Card,2.18,Suburban,5.99,No,0.0,3.25,-3.9699999999999975,-5.29
TXN_091896,2024-07-09 18:14:08,5,CUST_08434,New,Home Goods,43.68,1,24.01,33.19,28.6,86.17,PayPal,1.13,Suburban,6.83,No,0.0,2.89,-3.3700000000000037,-10.15
TXN_092109,2024-07-09 18:18:00,5,CUST_06995,New,Clothing,33.66,2,22.64,52.08,53.25,102.25,PayPal,1.77,Suburban,6.26,No,0.0,2.84,-9.200000000000001,-17.67
TXN_091754,2024-07-09 18:18:36,5,CUST_07160,New,Clothing,21.68,3,22.58,50.35,54.9,109.04,PayPal,1.71,Suburban,5.1,No,0.0,3.04,-11.359999999999996,-22.56
TXN_087638,2024-07-09 18:22:36,5,CUST_10270,New,Electronics,189.2,1,18.6,154.01,131.43,85.34,PayPal,5.24,Urban,3.29,Yes,13.59,2.66,0.4599999999999831,0.3
TXN_084338,2024-07-09 18:25:20,5,CUST_07689,Returning,Home Goods,165.11,1,13.88,142.19,117.01,82.29,Gift Card,0.0,Urban,3.1,No,0.0,3.35,22.07999999999999,15.53
TXN_099935,2024-07-09 18:26:54,5,CUST_13379,New,Clothing,120.98,1,18.75,98.3,96.09,97.75,PayPal,3.34,Urban,3.84,No,0.0,3.02,-4.970000000000006,-5.06
TXN_101076,2024-07-09 18:29:45,5,CUST_17317,New,Electronics,329.79,2,19.5,530.96,445.51,83.91,Credit Card,15.4,Suburban,5.95,No,0.0,3.38,64.10000000000004,12.07
TXN_093013,2024-07-09 18:29:56,5,CUST_22265,New,Home Goods,190.3,1,24.34,143.98,134.23,93.23,PayPal,4.9,Urban,4.09,No,0.0,3.25,0.7599999999999998,0.53
TXN_104242,2024-07-09 18:31:33,5,CUST_18033,New,Clothing,92.65,2,23.0,142.68,141.07,98.87,PayPal,4.85,Suburban,5.34,No,0.0,3.48,-8.579999999999986,-6.01
TXN_102245,2024-07-09 18:31:55,5,CUST_22700,Returning,Clothing,117.05,5,11.67,516.95,466.85,90.31,PayPal,17.58,Urban,4.67,No,0.0,3.36,27.850000000000023,5.39
TXN_097766,2024-07-09 18:39:04,5,CUST_21026,New,Clothing,127.02,1,12.77,110.8,107.06,96.62,Credit Card,3.21,Suburban,5.4,Yes,19.62,2.09,-24.490000000000006,-22.1
TXN_088383,2024-07-09 18:39:34,5,CUST_14995,Returning,Electronics,262.82,2,6.89,489.42,337.04,68.87,Credit Card,14.19,Urban,3.68,No,0.0,3.02,134.51,27.48
TXN_086207,2024-07-09 18:42:21,5,CUST_14209,New,Home Goods,101.32,2,16.89,168.41,114.0,67.69,PayPal,5.73,Suburban,5.05,No,0.0,3.14,43.629999999999995,25.91
TXN_094389,2024-07-09 18:44:40,5,CUST_18490,New,Clothing,25.41,1,24.64,19.15,19.61,102.4,Credit Card,0.56,Suburban,5.73,No,0.0,3.39,-6.750000000000002,-35.25
TXN_100130,2024-07-09 18:58:09,5,CUST_21576,Returning,Electronics,377.25,3,14.98,962.21,706.4,73.41,PayPal,32.72,Suburban,5.28,No,0.0,2.87,217.81000000000006,22.64
TXN_082692,2024-07-09 18:59:52,5,CUST_11990,New,Home Goods,197.14,3,20.79,468.46,407.51,86.99,Credit Card,13.59,Urban,3.57,No,0.0,3.42,43.789999999999985,9.35
TXN_096032,2024-07-09 19:02:52,5,CUST_23140,New,Electronics,367.81,2,15.06,624.84,513.96,82.25,Credit Card,18.12,Urban,4.48,No,0.0,3.47,88.27999999999999,14.13
TXN_085362,2024-07-09 19:05:47,5,CUST_14182,Returning,Home Goods,100.39,1,9.96,90.39,71.02,78.57,Credit Card,2.62,Urban,3.69,No,0.0,2.78,13.060000000000004,14.45
TXN_083633,2024-07-09 19:05:49,5,CUST_05087,New,Clothing,124.58,3,15.04,317.53,308.6,97.19,Credit Card,9.21,Urban,3.15,Yes,17.92,2.54,-21.35000000000005,-6.72
TXN_087165,2024-07-09 19:09:55,5,CUST_05757,New,Home Goods,24.38,1,21.1,19.24,14.79,76.87,PayPal,0.65,Urban,3.05,No,0.0,3.27,0.7499999999999996,3.9
TXN_097877,2024-07-09 19:11:08,5,CUST_12763,Returning,Clothing,61.69,1,7.13,57.29,46.42,81.03,Credit Card,1.66,Urban,3.83,No,0.0,2.87,5.379999999999997,9.39
TXN_087434,2024-07-09 19:20:47,5,CUST_23166,New,Clothing,48.67,1,10.86,43.38,37.2,85.75,PayPal,1.47,Suburban,5.42,No,0.0,3.33,-0.71,-1.64
TXN_099566,2024-07-09 19:21:57,5,CUST_12954,New,Clothing,131.38,1,19.87,105.27,111.26,105.69,Credit Card,3.05,Urban,3.06,No,0.0,3.54,-12.10000000000001,-11.49
TXN_103846,2024-07-09 19:22:25,5,CUST_08213,New,Electronics,205.77,1,21.7,161.12,127.26,78.98,PayPal,5.48,Suburban,6.4,No,0.0,3.47,21.979999999999997,13.64
TXN_086734,2024-07-09 19:23:53,5,CUST_06676,New,Clothing,95.97,2,12.32,168.29,151.9,90.26,Credit Card,4.88,Suburban,5.39,No,0.0,3.65,6.119999999999988,3.64
TXN_101119,2024-07-09 19:30:00,5,CUST_22100,Returning,Home Goods,130.45,5,10.18,585.85,458.71,78.3,Gift Card,0.0,Suburban,6.51,No,0.0,3.02,120.63000000000004,20.59
TXN_088624,2024-07-09 19:34:46,5,CUST_15586,Returning,Home Goods,69.87,5,14.98,297.02,257.8,86.8,Credit Card,8.61,Urban,3.05,No,0.0,3.4,27.55999999999997,9.28
TXN_087969,2024-07-09 19:35:08,5,CUST_09740,Returning,Clothing,78.45,3,12.3,206.4,180.39,87.4,PayPal,7.02,Suburban,6.79,No,0.0,2.85,12.20000000000002,5.91
TXN_092010,2024-07-09 19:35:14,5,CUST_23149,New,Clothing,96.87,1,13.03,84.25,81.76,97.04,Credit Card,2.44,Suburban,6.68,Yes,19.87,2.41,-26.500000000000007,-31.45
TXN_082658,2024-07-09 19:36:10,5,CUST_12026,Returning,Clothing,138.62,2,8.53,253.59,208.68,82.29,Gift Card,0.0,Suburban,6.82,No,0.0,3.32,38.089999999999996,15.02
TXN_089587,2024-07-09 19:37:54,5,CUST_22374,New,Home Goods,134.94,2,18.18,220.82,152.02,68.84,Credit Card,6.4,Suburban,5.31,No,0.0,3.01,57.08999999999998,25.85
TXN_093305,2024-07-09 19:39:33,5,CUST_21974,New,Electronics,257.95,1,16.04,216.57,157.94,72.93,PayPal,7.36,Suburban,6.05,No,0.0,3.0,45.22,20.88
TXN_097844,2024-07-09 19:49:52,5,CUST_19177,Returning,Home Goods,41.51,2,8.01,76.37,42.02,55.02,Credit Card,2.21,Rural,8.23,No,0.0,2.88,23.91,31.31
TXN_082871,2024-07-09 19:49:56,5,CUST_18806,New,Home Goods,116.78,1,18.47,95.21,82.03,86.16,PayPal,3.24,Urban,4.88,Yes,17.18,2.37,-12.120000000000008,-12.73
TXN_101791,2024-07-09 19:52:21,5,CUST_02105,New,Clothing,61.32,1,11.99,53.97,47.19,87.44,Credit Card,1.57,Urban,4.33,No,0.0,3.09,0.8800000000000008,1.63
TXN_090666,2024-07-09 19:57:41,5,CUST_23785,New,Clothing,121.43,1,15.37,102.77,96.51,93.91,Credit Card,2.98,Urban,4.45,No,0.0,3.13,-1.1700000000000093,-1.14
TXN_094287,2024-07-09 19:59:10,5,CUST_15307,New,Clothing,143.4,3,22.25,334.48,360.77,107.86,Credit Card,9.7,Rural,10.31,No,0.0,3.1,-46.29999999999997,-13.84
TXN_086539,2024-07-09 19:59:25,5,CUST_00170,Returning,Home Goods,91.42,3,5.96,257.91,149.39,57.92,Gift Card,0.0,Urban,4.47,No,0.0,2.5,104.05000000000004,40.34
TXN_089665,2024-07-09 19:59:37,5,CUST_13924,New,Clothing,125.29,1,21.54,98.3,104.88,106.69,PayPal,3.34,Suburban,6.72,No,0.0,3.18,-16.639999999999997,-16.93
TXN_088067,2024-07-09 20:02:12,5,CUST_19914,Returning,Electronics,121.95,2,6.19,228.8,152.71,66.74,Credit Card,6.64,Suburban,5.98,No,0.0,3.17,63.47,27.74
TXN_089711,2024-07-09 20:04:54,5,CUST_16759,New,Clothing,88.44,1,11.52,78.25,71.95,91.95,Credit Card,2.27,Urban,4.68,Yes,15.25,2.75,-15.900000000000002,-20.32
TXN_103483,2024-07-09 20:07:26,5,CUST_19441,New,Electronics,323.85,3,24.6,732.55,621.85,84.89,Credit Card,21.24,Rural,11.21,Yes,10.64,1.88,67.60999999999994,9.23
TXN_095171,2024-07-09 20:08:24,5,CUST_13070,New,Electronics,385.64,1,18.71,313.49,231.78,73.94,Credit Card,9.09,Rural,7.12,No,0.0,3.1,65.5,20.89
TXN_091054,2024-07-09 20:08:38,5,CUST_10073,New,Electronics,369.07,1,21.15,291.01,244.74,84.1,Gift Card,0.0,Urban,4.03,No,0.0,3.32,42.23999999999998,14.51
TXN_093490,2024-07-09 20:11:22,5,CUST_10350,New,Clothing,114.66,1,17.02,95.14,97.11,102.07,PayPal,3.23,Urban,3.35,Yes,12.03,2.78,-20.58,-21.63
TXN_098993,2024-07-09 20:21:37,5,CUST_08525,Returning,Clothing,113.22,1,14.57,96.72,94.01,97.2,Credit Card,2.8,Suburban,6.06,No,0.0,2.41,-6.150000000000006,-6.36
TXN_096861,2024-07-09 20:23:45,5,CUST_02341,Returning,Electronics,215.14,5,13.98,925.32,728.57,78.74,PayPal,31.46,Urban,4.92,No,0.0,3.01,160.37,17.33
TXN_103361,2024-07-09 20:28:06,5,CUST_04292,New,Clothing,103.1,1,13.5,89.18,81.32,91.19,Credit Card,2.59,Suburban,6.93,No,0.0,3.28,-1.659999999999986,-1.86
TXN_099296,2024-07-09 20:31:32,5,CUST_03164,New,Electronics,170.8,1,18.58,139.07,112.95,81.22,Credit Card,4.03,Urban,3.02,No,0.0,3.24,19.06999999999999,13.71
TXN_095411,2024-07-09 20:31:40,5,CUST_13784,New,Clothing,36.4,3,15.85,91.89,91.74,99.84,PayPal,3.12,Suburban,5.25,No,0.0,3.38,-8.219999999999995,-8.95
TXN_100058,2024-07-09 20:34:21,5,CUST_10568,New,Electronics,80.7,2,20.48,128.35,109.12,85.02,Gift Card,0.0,Urban,4.13,No,0.0,3.66,15.09999999999999,11.76
TXN_086098,2024-07-09 20:37:47,5,CUST_02270,New,Home Goods,34.0,1,19.92,27.23,23.09,84.8,PayPal,0.93,Suburban,5.41,No,0.0,3.05,-2.1999999999999997,-8.08
TXN_090984,2024-07-09 20:38:13,5,CUST_14584,New,Clothing,102.49,1,10.38,91.85,85.43,93.01,PayPal,3.12,Suburban,6.81,No,0.0,2.95,-3.510000000000012,-3.82
TXN_101163,2024-07-09 20:38:27,5,CUST_13824,Returning,Home Goods,80.49,3,7.45,223.48,189.19,84.66,Credit Card,6.48,Rural,11.26,No,0.0,2.39,16.54999999999999,7.41
TXN_088786,2024-07-09 20:41:25,5,CUST_24595,New,Clothing,72.16,3,17.81,177.92,165.91,93.25,Credit Card,5.16,Suburban,5.31,No,0.0,3.07,1.5399999999999912,0.87
TXN_086546,2024-07-09 20:50:05,5,CUST_09227,Returning,Clothing,57.25,2,6.76,106.76,87.38,81.85,PayPal,3.63,Urban,4.11,No,0.0,2.55,11.640000000000011,10.9
TXN_097205,2024-07-09 20:56:40,5,CUST_22030,New,Clothing,31.39,1,20.85,24.85,24.32,97.87,PayPal,0.84,Rural,11.37,No,0.0,3.32,-11.679999999999998,-47.0
